,host_response_rate,host_is_superhost,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_business_travel_ready,cancellation_policy,zvi,Number_of_days_as_host,number_of_amenities,review_period
0,100,t,1,1.0,1.0,1.0,50,0,20,1,25,20,44,132,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,3693.0,33,1311.0
1,100,f,3,0.0,1.0,1.0,48,0,0,1,0,52,82,41,95.0,10.0,9.0,10.0,10.0,8.0,10.0,f,flexible,1400,2479.0,2,2275.0
2,100,t,3,1.0,1.0,1.0,59,0,0,2,15,29,59,245,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,1818.0,36,1664.0
3,100,f,6,1.5,3.0,3.0,165,0,30,4,25,33,51,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,1664.0,22,1483.0
4,100,f,2,1.5,1.0,1.0,94,0,15,1,20,7,7,45,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,1664.0,18,1431.0
5,100,f,2,1.5,1.0,1.0,84,0,0,1,0,0,0,3,100.0,9.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1400,1664.0,9,364.0
6,100,f,8,1.0,2.0,2.0,67,0,55,1,10,25,55,18,95.0,10.0,10.0,10.0,10.0,8.0,9.0,f,moderate,1400,2333.0,41,1196.0
7,0,t,3,1.0,1.0,1.0,55,200,10,2,17,0,0,88,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,1231.0,40,1126.0
8,100,f,2,1.0,2.0,1.0,62,0,10,1,10,52,82,84,96.0,10.0,10.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1400,1259.0,23,1144.0
9,100,f,1,1.0,1.0,1.0,35,0,0,1,0,58,88,13,95.0,9.0,9.0,10.0,10.0,9.0,9.0,f,flexible,1400,1218.0,2,1156.0
10,100,f,2,1.0,1.0,1.0,49,0,0,1,10,58,88,45,90.0,9.0,9.0,9.0,10.0,8.0,9.0,f,moderate,1400,1218.0,12,511.0
11,0,t,3,1.0,1.0,2.0,41,200,10,2,15,0,0,51,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1400,1231.0,22,1150.0
12,100,t,2,1.0,1.0,1.0,40,0,7,2,50,39,66,256,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,1143.0,40,1067.0
13,100,f,2,2.0,1.0,1.0,45,0,0,1,15,45,75,53,92.0,10.0,9.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1400,1709.0,25,704.0
14,100,f,2,2.0,1.0,1.0,45,0,0,1,15,21,51,58,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,1709.0,25,704.0
15,100,f,2,2.0,1.0,2.0,48,0,0,1,15,45,75,57,92.0,9.0,9.0,10.0,10.0,8.0,9.0,f,strict_14_with_grace_period,1400,1709.0,24,715.0
16,100,f,2,2.0,1.0,1.0,45,0,0,1,15,52,82,36,91.0,9.0,9.0,9.0,10.0,8.0,9.0,f,strict_14_with_grace_period,1400,1709.0,32,713.0
17,100,f,2,2.0,1.0,1.0,45,0,0,1,15,50,80,42,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,1709.0,34,707.0
18,100,f,6,1.0,3.0,5.0,115,200,0,6,15,34,64,146,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1400,1016.0,22,924.0
19,100,t,6,1.0,2.0,4.0,114,300,75,3,15,41,71,46,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,974.0,35,855.0
20,100,t,4,1.0,1.0,2.0,99,300,65,3,10,10,37,37,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,974.0,35,478.0
21,100,t,6,1.0,2.0,4.0,114,300,75,3,15,45,75,32,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,974.0,39,819.0
22,100,f,2,2.0,1.0,1.0,45,0,10,1,15,12,42,11,78.0,8.0,9.0,9.0,9.0,8.0,9.0,f,strict_14_with_grace_period,1400,1503.0,30,406.0
23,100,f,2,1.0,1.0,1.0,40,0,10,1,15,12,38,17,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,1503.0,28,628.0
24,100,f,2,2.0,1.0,1.0,40,0,10,1,15,23,48,26,85.0,9.0,9.0,9.0,9.0,8.0,9.0,f,strict_14_with_grace_period,1400,1503.0,28,811.0
25,100,f,2,2.0,1.0,1.0,40,0,10,1,15,0,12,5,84.0,9.0,9.0,9.0,10.0,7.0,9.0,f,strict_14_with_grace_period,1400,1503.0,28,537.0
26,100,t,6,1.0,3.0,5.0,106,150,75,1,0,28,54,52,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,1422.0,24,805.0
27,100,f,6,2.0,3.0,4.0,100,350,70,2,10,39,63,37,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,1145.0,25,811.0
28,95,t,2,1.0,1.0,1.0,40,0,25,1,10,38,68,134,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,941.0,22,796.0
29,95,t,2,1.0,1.0,1.0,30,0,15,1,10,25,50,79,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1400,941.0,24,797.0
30,100,t,3,1.0,0.0,1.0,99,0,42,2,50,26,26,122,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,1083.0,40,774.0
31,100,f,3,1.0,1.0,3.0,95,100,25,2,20,38,68,95,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1400,1506.0,17,776.0
32,0,f,2,1.0,0.0,1.0,120,0,20,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,797.0,15,0.0
33,100,f,4,1.0,2.0,2.0,73,0,125,4,10,12,42,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,1067.0,39,0.0
34,100,f,5,1.0,2.0,3.0,85,0,25,2,20,41,71,82,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1400,1506.0,24,681.0
35,100,t,3,1.0,1.0,2.0,37,0,15,1,15,41,71,136,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1400,1923.0,20,686.0
36,100,f,2,1.0,1.0,1.0,55,0,10,1,15,14,44,4,65.0,7.0,6.0,9.0,10.0,6.0,7.0,f,strict_14_with_grace_period,1400,1503.0,27,99.0
37,100,f,1,1.0,1.0,1.0,40,0,10,1,15,28,58,15,87.0,9.0,9.0,9.0,9.0,8.0,9.0,f,strict_14_with_grace_period,1400,1503.0,30,642.0
38,100,f,2,1.0,1.0,1.0,45,0,10,1,15,27,57,9,89.0,9.0,8.0,10.0,10.0,9.0,9.0,f,moderate,1400,1503.0,27,504.0
39,100,f,2,1.0,1.0,1.0,40,0,10,1,15,1,1,10,82.0,8.0,8.0,8.0,10.0,7.0,8.0,f,strict_14_with_grace_period,1400,1503.0,20,584.0
40,100,f,2,1.0,1.0,1.0,40,0,10,1,15,13,43,36,90.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,1503.0,29,490.0
41,100,f,2,1.0,1.0,1.0,40,0,10,1,15,0,0,13,92.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,1503.0,25,355.0
42,100,f,2,1.0,1.0,1.0,41,0,10,1,15,0,15,7,86.0,8.0,8.0,8.0,8.0,8.0,8.0,f,strict_14_with_grace_period,1400,1503.0,27,268.0
43,100,f,2,1.0,1.0,1.0,35,0,10,1,5,0,16,63,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,1098.0,23,598.0
44,100,f,6,2.0,2.0,2.0,125,100,60,1,10,20,42,57,92.0,10.0,9.0,10.0,10.0,8.0,9.0,f,strict_14_with_grace_period,1400,634.0,27,574.0
45,100,t,2,1.0,1.0,1.0,50,0,15,1,5,26,52,53,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,2243.0,22,456.0
46,100,t,8,1.0,3.0,4.0,57,0,15,3,5,23,37,174,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1400,905.0,39,476.0
47,100,t,3,1.0,1.0,1.0,99,0,42,2,50,48,78,81,92.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1400,1083.0,37,489.0
48,100,f,2,1.0,1.0,1.0,33,0,17,1,13,57,87,18,91.0,9.0,9.0,9.0,9.0,8.0,8.0,f,moderate,1400,3117.0,33,441.0
49,100,t,2,1.0,1.0,1.0,52,0,25,2,5,36,61,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1400,1686.0,24,357.0
50,100,f,1,1.0,1.0,1.0,46,100,16,1,13,58,88,22,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1400,3117.0,32,439.0
51,100,f,2,1.0,1.0,1.0,70,300,160,1,55,46,76,3,67.0,10.0,9.0,10.0,10.0,10.0,7.0,f,moderate,1400,1682.0,19,18.0
52,100,f,6,1.0,2.0,4.0,85,125,50,5,20,11,11,38,90.0,9.0,9.0,10.0,9.0,8.0,9.0,f,moderate,1400,961.0,30,411.0
53,0,t,2,1.0,1.0,1.0,65,0,0,1,0,0,0,14,97.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1400,1197.0,23,309.0
54,100,t,14,3.5,4.0,4.0,250,500,99,4,15,25,51,37,97.0,10.0,10.0,10.0,10.0,8.0,10.0,f,strict_14_with_grace_period,1400,867.0,37,417.0
55,100,f,3,1.0,0.0,1.0,100,0,0,1,0,15,30,91,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1400,485.0,28,399.0
56,94,f,1,1.0,1.0,1.0,30,0,0,1,20,1,1,28,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,flexible,1400,978.0,28,437.0
57,100,f,2,1.0,1.0,1.0,55,300,160,1,55,9,11,2,70.0,7.0,6.0,10.0,10.0,7.0,5.0,f,strict_14_with_grace_period,1400,1682.0,13,8.0
58,100,t,3,1.0,0.0,1.0,99,0,42,2,50,35,65,59,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,1083.0,35,428.0
59,100,t,2,1.0,0.0,1.0,99,0,42,2,50,39,69,86,96.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1400,1083.0,35,404.0
60,0,f,4,1.0,1.0,2.0,50,0,0,1,0,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,1525.0,25,0.0
61,100,f,2,1.0,1.0,1.0,55,100,17,1,14,48,78,1,100.0,10.0,8.0,10.0,10.0,8.0,10.0,f,moderate,1400,3117.0,21,0.0
62,100,t,3,1.0,1.0,2.0,150,0,0,2,25,31,50,22,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1400,433.0,42,372.0
63,100,t,4,1.0,1.0,4.0,150,0,0,2,25,30,49,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,433.0,48,382.0
64,100,t,2,1.0,1.0,1.0,120,0,0,1,0,31,50,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,433.0,40,343.0
65,100,t,2,1.0,1.0,1.0,160,0,0,2,25,26,45,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,1400,433.0,42,0.0
66,0,f,2,1.0,1.0,1.0,149,0,0,1,0,12,42,4,85.0,9.0,8.0,9.0,10.0,7.0,9.0,f,flexible,1400,1015.0,12,10.0
67,100,t,3,1.0,1.0,2.0,150,0,0,2,25,18,43,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,433.0,42,278.0
68,0,f,2,1.0,1.0,1.0,132,0,15,1,5,0,0,5,95.0,9.0,9.0,10.0,9.0,8.0,9.0,f,flexible,1400,1202.0,28,146.0
69,0,f,2,1.0,1.0,1.0,60,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,362.0,25,0.0
70,0,f,7,2.0,3.0,2.0,150,150,0,4,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,1400,450.0,40,0.0
71,100,t,4,1.0,1.0,1.0,85,0,50,2,15,4,4,21,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,314.0,33,254.0
72,100,f,8,3.0,4.0,5.0,210,0,60,4,25,40,66,37,94.0,10.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1400,1674.0,25,257.0
73,100,t,10,2.0,3.0,3.0,112,100,100,6,25,38,64,31,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,382.0,31,202.0
74,100,t,3,1.0,1.0,1.0,30,0,15,1,15,37,67,27,95.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1400,1923.0,16,212.0
75,100,t,3,1.0,1.0,1.0,99,0,42,2,50,53,83,47,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1400,1083.0,36,238.0
76,100,f,2,1.0,1.0,1.0,50,100,18,1,14,47,77,22,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1400,3117.0,34,208.0
77,100,t,4,2.0,2.0,2.0,90,0,10,1,10,33,63,84,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,337.0,32,243.0
78,100,t,6,1.0,3.0,4.0,149,0,25,2,10,36,54,23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1400,1149.0,37,126.0
79,100,t,2,1.0,0.0,1.0,99,0,42,2,50,33,63,43,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1400,1083.0,34,192.0
80,96,f,8,1.0,2.0,4.0,79,0,15,4,5,17,43,42,91.0,9.0,9.0,9.0,9.0,8.0,9.0,f,flexible,1400,210.0,17,137.0
81,100,f,2,1.0,1.0,1.0,42,0,30,1,25,44,74,11,98.0,9.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,210.0,26,103.0
82,100,t,12,2.5,4.0,8.0,229,400,75,6,25,39,65,4,90.0,9.0,10.0,10.0,10.0,8.0,9.0,f,moderate,1400,448.0,45,42.0
83,100,f,2,1.0,1.0,1.0,41,0,0,1,0,18,48,2,0.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,648.0,17,47.0
84,100,t,8,2.0,2.0,6.0,99,300,75,3,10,28,54,26,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,2089.0,66,90.0
85,100,f,8,2.0,3.0,5.0,147,0,40,4,50,33,62,12,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,423.0,34,78.0
86,100,f,6,1.0,2.0,2.0,80,100,100,4,25,49,79,9,89.0,9.0,8.0,9.0,8.0,8.0,8.0,f,strict_14_with_grace_period,1400,742.0,42,87.0
87,100,f,6,1.0,2.0,2.0,75,100,100,4,25,57,87,7,94.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1400,742.0,31,85.0
88,100,f,6,2.0,3.0,3.0,175,500,150,1,0,31,53,9,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,130.0,22,81.0
89,100,f,6,2.0,3.0,3.0,125,400,100,6,10,33,63,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1400,979.0,20,31.0
90,50,f,2,1.0,1.0,1.0,45,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,1400,975.0,13,0.0
91,50,f,1,1.0,1.0,1.0,35,0,0,1,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1400,102.0,1,0.0
92,100,f,6,1.0,2.0,3.0,89,0,50,4,15,11,36,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,922.0,45,60.0
93,94,f,2,1.0,1.0,1.0,45,0,20,1,15,6,15,1,60.0,4.0,4.0,6.0,8.0,8.0,6.0,f,flexible,1400,978.0,23,0.0
94,67,f,5,2.0,3.0,3.0,400,0,0,1,0,58,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,972.0,20,0.0
95,100,f,4,2.0,2.0,2.0,85,0,35,1,25,58,88,5,100.0,9.0,9.0,10.0,9.0,7.0,10.0,f,flexible,1400,160.0,20,49.0
96,100,f,8,3.5,4.0,5.0,146,0,60,4,35,31,52,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,1221.0,35,43.0
97,100,f,2,1.0,1.0,1.0,50,0,0,1,0,23,53,8,93.0,10.0,9.0,10.0,10.0,9.0,10.0,f,flexible,1400,78.0,20,26.0
98,100,f,2,1.0,1.0,1.0,65,0,0,2,50,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,2748.0,15,0.0
99,100,f,8,2.5,4.0,4.0,137,0,55,5,10,9,9,7,100.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1400,69.0,35,33.0
100,99,t,6,2.0,3.0,3.0,145,150,150,2,25,21,28,3,80.0,9.0,9.0,7.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1400,1619.0,35,5.0
101,100,t,3,1.0,0.0,1.0,99,0,42,2,50,50,80,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,1083.0,23,6.0
102,100,f,4,2.0,1.0,2.0,75,0,60,3,25,1,10,3,100.0,10.0,9.0,9.0,10.0,9.0,10.0,f,flexible,1400,57.0,21,10.0
103,100,f,2,1.5,1.0,1.0,55,100,50,1,20,12,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,1400,961.0,32,0.0
104,100,t,2,1.0,0.0,1.0,99,0,42,2,50,19,45,3,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1400,1083.0,32,7.0
105,100,t,3,2.0,1.0,1.0,99,0,42,2,50,52,82,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1400,1083.0,31,0.0
106,100,t,2,1.0,0.0,1.0,99,0,42,2,50,52,82,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,f,moderate,1400,1083.0,23,0.0
107,100,f,4,2.0,2.0,2.0,100,0,0,1,0,38,65,2,90.0,10.0,10.0,10.0,10.0,6.0,10.0,f,flexible,1400,338.0,24,2.0
108,100,f,2,2.0,1.0,1.0,55,0,0,1,30,39,69,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1400,37.0,11,0.0
109,100,f,4,2.0,1.0,2.0,55,0,0,1,30,56,86,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,f,strict_14_with_grace_period,1400,37.0,11,0.0
110,0,f,2,1.0,1.0,1.0,35,0,0,1,10,43,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1400,29.0,19,0.0
111,100,f,3,2.0,1.0,1.0,55,0,0,1,30,43,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,1400,37.0,11,0.0
112,100,t,7,1.0,3.0,4.0,120,0,30,2,25,33,63,358,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,3571.0,44,3449.0
113,100,t,8,2.0,4.0,4.0,200,0,200,8,40,42,72,155,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2339.0,37,2290.0
114,90,f,8,1.0,2.0,3.0,119,0,0,2,15,0,0,157,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,moderate,1636,2191.0,20,2111.0
115,100,f,5,1.0,2.0,2.0,60,0,25,4,10,0,0,129,87.0,9.0,8.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,2150.0,25,1968.0
116,100,t,3,1.0,1.0,1.0,65,0,0,1,25,0,0,256,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2111.0,31,1970.0
117,100,t,2,1.5,1.0,1.0,49,0,9,1,9,40,70,230,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1636,2478.0,36,1865.0
118,100,t,4,1.0,1.0,2.0,65,0,15,2,5,14,39,60,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1881.0,37,237.0
119,100,t,1,1.5,0.0,1.0,67,0,35,1,0,6,6,101,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2472.0,32,1709.0
120,99,f,10,1.0,2.0,2.0,69,0,19,1,19,36,66,331,83.0,8.0,9.0,9.0,9.0,9.0,8.0,f,flexible,1636,1826.0,19,1566.0
121,100,t,3,1.0,0.0,1.0,90,0,25,2,25,29,59,75,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1758.0,27,1573.0
122,100,t,1,1.5,1.0,1.0,67,0,35,1,0,43,73,116,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2472.0,25,1613.0
123,100,t,2,1.0,1.0,1.0,60,0,0,2,20,35,54,106,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1685.0,27,1601.0
124,100,t,2,1.0,1.0,1.0,60,0,10,1,10,0,0,253,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1727.0,23,1140.0
125,99,f,12,1.0,2.0,2.0,69,0,19,1,19,40,65,314,81.0,8.0,8.0,9.0,9.0,8.0,8.0,f,flexible,1636,1826.0,23,1563.0
126,100,f,2,1.0,1.0,1.0,150,0,50,2,0,0,0,213,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2092.0,23,1425.0
127,100,f,3,1.0,2.0,2.0,65,95,0,2,50,21,51,98,86.0,9.0,8.0,10.0,10.0,9.0,9.0,f,moderate,1636,1532.0,23,1148.0
128,99,f,5,1.0,1.0,2.0,69,0,19,1,19,30,60,295,83.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1636,1826.0,24,1481.0
129,100,t,1,1.5,1.0,1.0,67,0,35,1,30,10,10,71,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,2472.0,32,1310.0
130,0,f,2,1.0,1.0,1.0,65,0,0,2,0,0,0,7,80.0,9.0,7.0,10.0,9.0,8.0,9.0,f,flexible,1636,1523.0,11,707.0
131,90,t,4,1.0,2.0,0.0,155,0,20,1,0,4,18,14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,2286.0,15,1154.0
132,100,t,2,1.0,1.0,2.0,60,0,0,1,0,28,46,3,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1636,1685.0,16,116.0
133,90,f,8,1.0,2.0,4.0,119,0,20,2,10,0,0,143,88.0,9.0,9.0,9.0,8.0,9.0,9.0,f,moderate,1636,2191.0,28,1305.0
134,94,f,2,1.0,1.0,1.0,25,0,0,2,50,4,4,155,92.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1464.0,31,1226.0
135,70,t,4,1.0,1.0,1.0,85,0,20,3,15,13,37,264,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1379.0,18,1147.0
136,0,f,4,2.0,2.0,2.0,150,0,25,4,50,0,0,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1244.0,19,824.0
137,100,f,2,1.5,1.0,1.0,53,500,35,1,20,24,54,31,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1238.0,32,880.0
138,100,f,1,1.5,1.0,1.0,34,500,25,1,15,24,54,17,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1238.0,32,1018.0
139,100,t,6,1.0,2.0,2.0,180,100,75,2,35,34,64,65,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1233.0,25,1064.0
140,100,t,1,1.0,2.0,1.0,22,0,25,1,300,14,38,137,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,2595.0,36,1165.0
141,94,f,2,1.0,1.0,1.0,30,0,0,3,25,4,4,192,89.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1636,1464.0,33,1158.0
142,100,t,2,1.0,1.0,1.0,50,0,10,1,15,38,68,67,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1332.0,18,1083.0
143,0,f,2,1.0,1.0,1.0,75,0,25,1,25,0,0,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1636,1270.0,21,6.0
144,100,f,1,1.5,1.0,1.0,28,500,25,1,10,24,54,67,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1238.0,20,790.0
145,100,f,6,1.0,3.0,3.0,105,95,30,1,0,35,58,121,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1636,1172.0,42,1085.0
146,100,t,2,1.0,1.0,1.0,54,100,20,1,10,0,0,136,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1686.0,31,771.0
147,100,t,4,1.0,1.0,3.0,100,100,50,2,25,44,74,67,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1164.0,20,1091.0
148,100,f,5,1.0,0.0,1.0,79,0,0,2,9,24,54,124,93.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1148.0,18,758.0
149,100,t,7,2.0,2.0,2.0,89,0,50,1,0,0,0,7,89.0,9.0,8.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1636,1145.0,20,713.0
150,94,t,2,1.0,1.0,2.0,21,100,20,1,12,24,24,46,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1144.0,46,1058.0
151,94,t,2,1.0,1.0,2.0,26,100,50,1,12,0,0,73,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1636,1144.0,49,1065.0
152,0,f,2,1.0,1.0,1.0,100,0,25,1,25,0,0,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1636,1270.0,22,585.0
153,94,t,2,1.0,1.0,2.0,26,100,50,1,12,0,0,27,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1636,1144.0,48,1066.0
154,100,f,2,1.0,1.0,1.0,38,0,5,1,15,52,82,81,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1636,1658.0,28,697.0
155,85,f,6,1.0,2.0,3.0,166,0,20,5,20,18,48,19,95.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1636,1364.0,20,987.0
156,99,f,2,1.0,1.0,1.0,39,0,15,1,10,56,86,209,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1636,1826.0,20,1068.0
157,99,f,2,1.0,1.0,1.0,49,0,15,1,10,40,70,192,85.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1636,1826.0,24,1051.0
