,host_response_rate,host_is_superhost,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,availability_60,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_business_travel_ready,cancellation_policy,zvi,Number_of_days_as_host,number_of_amenities,review_period
3625,0,f,4,1.0,2.0,3.0,110,120,50,4,30,12,42,25,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1911.0,18,1106.0
3626,100,t,4,2.0,2.0,2.0,130,500,100,2,20,44,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,strict_14_with_grace_period,1917,2219.0,29,0.0
3627,100,t,2,1.0,1.0,1.0,90,0,30,1,20,53,83,49,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1917,2219.0,22,1203.0
3628,0,f,3,1.0,1.0,3.0,95,0,150,3,30,0,0,138,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,2181.0,42,1002.0
3629,100,t,2,1.0,1.0,1.0,110,0,45,1,10,39,69,180,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,2381.0,21,1493.0
3630,100,f,2,1.0,1.0,1.0,105,0,0,2,25,0,0,26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1773.0,29,385.0
3631,100,t,2,1.0,1.0,1.0,59,0,9,1,0,32,62,165,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1542.0,23,1498.0
3632,100,f,1,1.0,0.0,1.0,89,95,15,2,45,0,0,92,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1528.0,24,1373.0
3633,100,t,2,1.0,1.0,1.0,50,0,20,1,0,27,33,148,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2739.0,26,1094.0
3634,100,f,2,1.0,1.0,1.0,70,0,0,1,0,18,48,138,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1714.0,36,1463.0
3635,100,t,4,1.0,1.0,2.0,150,200,50,3,35,11,41,96,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1742.0,42,1420.0
3636,100,f,2,1.0,1.0,1.0,50,0,20,1,0,6,6,237,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2309.0,23,1435.0
3637,100,f,4,2.0,2.0,2.0,275,250,125,1,0,30,56,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1469.0,50,1096.0
3638,100,f,12,2.5,5.0,6.0,325,0,150,4,30,52,82,6,60.0,4.0,8.0,4.0,8.0,8.0,8.0,f,moderate,1917,1474.0,27,1106.0
3639,0,f,5,1.0,2.0,1.0,90,0,0,2,25,0,0,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,2002.0,25,1282.0
3640,100,t,2,1.0,1.0,1.0,56,0,20,2,20,0,3,108,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1800.0,48,1239.0
3641,0,f,6,2.0,3.0,5.0,179,0,75,5,10,0,21,126,91.0,10.0,9.0,9.0,9.0,10.0,9.0,f,strict_14_with_grace_period,1917,1473.0,43,1248.0
3642,80,t,4,2.0,2.0,2.0,250,0,79,4,20,32,62,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1917,2413.0,22,1371.0
3643,100,f,2,1.0,1.0,1.0,68,200,30,2,50,23,53,18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,2433.0,30,1369.0
3644,100,f,2,1.0,1.0,2.0,75,0,15,1,0,40,70,120,90.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,2057.0,20,681.0
3645,100,t,3,1.0,1.0,2.0,50,0,25,1,40,42,72,38,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,2282.0,25,1247.0
3646,100,t,3,1.0,1.0,2.0,50,0,20,1,40,47,77,22,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2282.0,21,1332.0
3647,0,f,3,1.0,1.0,1.0,100,0,35,2,0,9,39,44,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,1406.0,35,1230.0
3648,100,f,1,1.0,1.0,1.0,40,0,10,1,0,0,0,78,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,2189.0,15,1330.0
3649,93,f,8,1.0,2.0,7.0,100,0,50,2,30,50,78,56,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,1381.0,20,1175.0
3650,100,t,11,1.0,1.0,1.0,35,0,10,2,30,25,25,173,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,1372.0,42,1274.0
3651,100,t,8,1.0,1.0,1.0,40,0,10,2,30,33,33,49,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,1372.0,43,1195.0
3652,100,f,6,2.5,3.0,3.0,145,0,0,1,0,0,0,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,1667.0,24,722.0
3653,100,f,4,1.5,2.0,2.0,125,0,120,1,0,2,4,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1352.0,26,1232.0
3654,100,f,3,1.5,1.0,2.0,59,200,40,1,10,33,63,25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,2007.0,27,816.0
3655,100,t,2,1.0,1.0,1.0,100,0,50,2,30,0,0,81,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1333.0,44,1197.0
3656,100,t,6,1.0,2.0,3.0,120,0,90,4,20,48,78,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1409.0,35,85.0
3657,100,t,2,2.0,1.0,1.0,160,100,50,2,35,1,13,80,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1328.0,25,959.0
3658,100,f,2,2.0,1.0,1.0,130,0,80,2,25,0,5,66,98.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,2302.0,23,1270.0
3659,67,t,2,1.0,1.0,1.0,100,200,50,2,15,1,18,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2423.0,15,1117.0
3660,100,f,6,1.0,2.0,3.0,119,200,69,4,25,48,78,163,91.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1917,1455.0,41,1253.0
3661,100,t,6,1.0,2.0,4.0,175,450,65,3,25,34,60,53,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1304.0,42,1222.0
3662,100,f,12,2.0,5.0,6.0,199,500,139,8,25,45,75,147,87.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1917,1455.0,42,1264.0
3663,100,f,2,1.0,1.0,1.0,35,0,0,1,0,20,35,149,90.0,9.0,8.0,10.0,10.0,9.0,9.0,f,moderate,1917,1293.0,34,642.0
3664,95,t,2,1.0,1.0,0.0,79,0,0,1,0,26,51,424,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1580.0,37,1252.0
3665,100,f,4,2.0,2.0,2.0,150,0,70,1,0,11,41,24,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,1601.0,22,910.0
3666,0,f,2,1.0,1.0,1.0,94,0,75,1,0,0,0,8,93.0,9.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,2725.0,19,423.0
3667,100,f,4,1.0,2.0,2.0,70,0,75,1,0,0,0,27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1273.0,34,1013.0
3668,100,t,2,1.5,1.0,2.0,48,0,40,2,50,34,64,70,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1604.0,24,1210.0
3669,100,t,4,1.5,2.0,3.0,118,0,100,4,100,34,64,32,98.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,1604.0,28,1141.0
3670,100,t,3,1.0,1.0,1.0,70,0,35,1,0,22,52,211,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1917,2165.0,26,1206.0
3671,100,f,2,1.0,1.0,1.0,89,0,0,1,0,0,0,17,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1917,1577.0,30,1125.0
3672,100,f,1,1.0,1.0,1.0,60,0,30,1,10,2,26,34,94.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1917,1250.0,11,1149.0
3673,0,t,2,1.0,1.0,1.0,95,0,0,1,0,0,0,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1248.0,11,126.0
3674,0,f,2,1.0,1.0,1.0,50,100,50,1,25,0,0,21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1485.0,27,877.0
3675,0,f,6,1.0,2.0,2.0,180,0,100,1,0,0,0,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1289.0,13,343.0
3676,100,t,2,1.0,0.0,1.0,85,0,60,1,0,7,17,182,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2053.0,23,1197.0
3677,0,f,2,1.0,1.0,1.0,95,100,25,1,0,0,0,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1229.0,16,416.0
3678,100,t,6,1.0,3.0,3.0,300,200,85,4,20,23,45,67,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1226.0,17,1132.0
3679,100,t,6,1.0,2.0,3.0,175,0,80,4,20,27,51,192,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1376.0,49,1147.0
3680,100,f,1,1.0,1.0,1.0,69,0,30,1,0,28,58,10,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1917,1875.0,30,483.0
3681,100,f,2,1.0,1.0,1.0,49,0,10,1,0,17,17,5,88.0,9.0,8.0,10.0,10.0,10.0,9.0,f,flexible,1917,2060.0,37,715.0
3682,60,f,2,1.0,1.0,1.0,90,0,30,2,50,0,0,82,96.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,2121.0,30,1170.0
3683,100,f,2,1.0,1.0,1.0,46,0,20,1,0,21,21,24,91.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1232.0,22,1176.0
3684,93,f,6,1.0,2.0,5.0,150,0,65,2,30,55,85,13,88.0,10.0,8.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1381.0,22,357.0
3685,100,t,5,2.0,3.0,4.0,200,0,0,1,0,0,0,14,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1917,2414.0,15,727.0
3686,85,t,1,1.5,1.0,1.0,33,300,75,1,0,0,0,12,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1207.0,22,1155.0
3687,100,f,4,1.0,2.0,2.0,105,0,30,4,75,0,0,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1616.0,18,20.0
3688,100,t,4,1.0,1.0,1.0,90,200,75,3,0,45,75,70,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1621.0,21,1022.0
3689,100,t,7,1.0,1.0,1.0,93,500,69,4,15,38,68,59,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1325.0,24,774.0
3690,100,t,2,1.0,0.0,1.0,65,0,25,1,20,35,65,49,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1189.0,21,734.0
3691,100,t,1,1.0,1.0,1.0,90,0,25,1,0,17,38,20,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1189.0,17,1125.0
3692,0,f,3,1.0,1.0,1.0,109,0,0,1,0,0,0,70,96.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,1917,1203.0,20,374.0
3693,56,f,2,1.0,1.0,1.0,79,0,25,1,10,41,71,55,90.0,10.0,9.0,10.0,9.0,10.0,9.0,f,flexible,1917,1179.0,30,805.0
3694,100,t,6,1.0,3.0,4.0,200,200,80,2,5,37,67,47,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2066.0,35,1092.0
3695,100,t,5,1.0,1.0,3.0,115,0,50,3,15,6,6,204,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1177.0,37,1029.0
3696,100,t,6,1.0,3.0,3.0,150,150,75,6,10,37,67,74,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1917,1972.0,24,1126.0
3697,100,t,2,1.0,1.0,1.0,105,0,40,2,0,51,81,47,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1169.0,29,1106.0
3698,100,f,2,1.0,1.0,1.0,105,0,15,1,25,51,81,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1584.0,30,1075.0
3699,100,t,4,1.0,1.0,2.0,93,0,50,2,10,38,58,56,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1268.0,26,1095.0
3700,100,t,6,1.0,3.0,3.0,135,250,65,1,0,21,39,196,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1985.0,22,1103.0
3701,100,t,2,2.0,1.0,2.0,60,0,10,1,10,35,65,29,98.0,10.0,9.0,10.0,10.0,10.0,9.0,f,flexible,1917,1894.0,53,1079.0
3702,100,f,1,1.0,1.0,1.0,39,0,35,1,0,41,71,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1147.0,20,1091.0
3703,100,f,4,1.0,2.0,3.0,178,500,100,1,0,0,0,18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1262.0,25,872.0
3704,75,f,2,1.0,1.0,1.0,50,0,30,1,20,26,56,45,94.0,10.0,9.0,10.0,9.0,10.0,9.0,f,moderate,1917,1148.0,31,1072.0
3705,78,f,2,1.0,1.0,1.0,65,0,5,1,0,50,80,57,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1917,2449.0,17,1012.0
3706,0,t,4,1.0,1.0,2.0,155,500,20,2,25,0,0,12,87.0,9.0,9.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1917,1176.0,33,712.0
3707,100,t,2,1.0,1.0,2.0,100,0,40,1,0,49,79,46,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1169.0,29,1070.0
3708,90,t,3,1.0,1.0,1.0,105,0,20,1,0,25,50,175,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1131.0,34,1084.0
3709,93,f,8,2.0,3.0,4.0,129,300,55,6,0,1,1,111,92.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1130.0,36,1011.0
3710,0,f,5,2.0,2.0,2.0,175,0,0,1,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,2093.0,14,4.0
3711,100,f,1,1.0,1.0,1.0,40,0,25,1,0,7,37,6,97.0,10.0,10.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1597.0,10,1044.0
3712,100,f,3,1.0,1.0,1.0,90,0,0,3,30,0,0,237,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,moderate,1917,1132.0,25,1084.0
3713,0,f,2,1.0,1.0,1.0,60,0,0,1,0,0,0,10,94.0,10.0,9.0,10.0,10.0,8.0,10.0,f,flexible,1917,1880.0,16,399.0
3714,100,f,3,1.0,2.0,2.0,116,250,75,2,29,23,49,70,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,1117.0,52,972.0
3715,100,f,3,2.0,1.0,2.0,80,0,60,2,50,26,26,37,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1112.0,25,562.0
3716,87,f,4,1.0,1.0,2.0,75,0,30,2,20,37,67,36,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,3224.0,17,823.0
3717,0,f,5,2.5,2.0,2.0,300,0,80,1,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1096.0,18,204.0
3718,100,t,2,2.5,1.0,1.0,100,0,15,2,20,0,0,36,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,2143.0,50,1036.0
3719,100,f,4,1.0,2.0,2.0,95,0,45,1,15,24,45,59,94.0,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,1917,2086.0,22,808.0
3720,100,f,4,1.0,1.0,2.0,175,175,50,1,0,1,1,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1849.0,35,1006.0
3721,90,f,2,1.0,1.0,1.0,50,0,0,2,10,54,84,15,96.0,10.0,9.0,10.0,10.0,9.0,9.0,f,flexible,1917,1070.0,28,798.0
3722,100,t,2,1.0,1.0,1.0,50,0,0,1,15,28,58,217,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1835.0,16,1000.0
3723,100,t,2,1.5,1.0,1.0,56,0,10,1,0,37,67,75,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1067.0,22,1010.0
3724,100,t,2,1.0,1.0,1.0,59,0,20,2,25,1,1,47,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1921.0,42,254.0
3725,100,f,6,1.0,3.0,4.0,120,250,60,5,15,52,82,58,83.0,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,1917,1185.0,21,971.0
3726,93,f,8,2.0,3.0,4.0,129,300,55,6,0,24,54,48,93.0,9.0,9.0,9.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1130.0,26,881.0
3727,0,f,7,2.0,2.0,2.0,150,500,75,2,25,0,0,7,89.0,9.0,9.0,9.0,9.0,10.0,9.0,f,moderate,1917,2305.0,25,694.0
3728,100,f,4,1.0,1.0,1.0,185,0,20,1,25,56,86,2,100.0,10.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1917,1584.0,24,947.0
3729,67,f,6,1.0,1.0,6.0,125,400,50,2,25,1,1,65,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1917,1631.0,23,933.0
3730,100,t,5,1.0,2.0,3.0,125,0,30,4,25,14,39,100,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1046.0,40,998.0
3731,100,t,2,1.5,1.0,1.0,85,0,0,1,0,0,0,35,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1058.0,37,300.0
3732,0,t,2,1.0,1.0,1.0,55,0,10,2,0,0,0,112,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2680.0,37,576.0
3733,86,f,4,1.0,2.0,2.0,125,0,0,1,0,34,64,9,90.0,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1917,1041.0,24,981.0
3734,100,t,4,1.0,3.0,3.0,145,0,40,4,15,27,57,119,94.0,10.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,1937.0,18,911.0
3735,0,f,2,1.0,1.0,1.0,45,0,0,1,0,0,0,15,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1917,1908.0,18,177.0
3736,100,f,5,2.0,2.0,2.0,130,150,80,5,50,0,0,20,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,1019.0,40,982.0
3737,85,t,1,1.0,1.0,1.0,30,200,75,1,0,0,0,3,100.0,10.0,9.0,10.0,9.0,10.0,10.0,f,strict_14_with_grace_period,1917,1207.0,21,497.0
3738,100,t,5,2.0,3.0,3.0,135,0,0,2,30,24,54,74,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2281.0,20,927.0
3739,100,t,4,1.0,2.0,2.0,69,0,75,4,20,14,14,156,94.0,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,1917,2080.0,28,924.0
3740,100,f,5,2.0,2.0,2.0,275,0,60,1,0,1,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,moderate,1917,1264.0,17,0.0
3741,80,f,2,1.5,1.0,2.0,45,0,50,1,20,28,58,7,97.0,10.0,8.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1917,1002.0,21,462.0
3742,100,t,1,1.5,1.0,1.0,40,0,25,1,25,14,17,55,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1113.0,31,833.0
3743,0,f,6,1.0,3.0,3.0,100,500,40,4,15,0,0,37,95.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,1197.0,23,484.0
3744,100,f,5,1.0,2.0,2.0,90,0,65,4,25,6,6,149,91.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1349.0,36,946.0
3745,100,f,1,1.0,1.0,1.0,36,0,15,2,0,0,0,43,93.0,9.0,9.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1917,2189.0,14,557.0
3746,100,t,2,1.0,1.0,1.0,45,0,15,1,12,0,0,57,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,988.0,21,666.0
3747,100,f,2,1.0,1.0,1.0,45,0,0,1,0,0,0,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,987.0,22,820.0
3748,100,f,5,1.0,2.0,2.0,120,0,65,4,25,16,32,155,88.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1349.0,36,944.0
3749,100,t,6,1.0,2.0,3.0,100,200,75,5,0,19,19,97,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,980.0,25,905.0
3750,100,t,2,1.0,1.0,1.0,69,100,0,1,0,12,42,89,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1672.0,33,830.0
3751,100,t,2,1.0,1.0,1.0,79,0,0,1,0,12,42,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1672.0,33,830.0
3752,90,f,4,1.0,1.0,2.0,30,0,5,1,10,0,0,7,86.0,9.0,7.0,10.0,10.0,10.0,9.0,f,flexible,1917,2085.0,28,8.0
3753,100,f,2,1.0,1.0,1.0,50,0,20,1,10,39,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,flexible,1917,1127.0,28,0.0
3754,100,t,6,2.0,2.0,2.0,135,500,60,4,25,26,46,237,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1691.0,31,895.0
3755,100,f,4,1.0,1.0,1.0,100,0,20,1,0,0,0,30,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,2696.0,16,801.0
3756,100,t,6,1.0,2.0,2.0,141,250,69,2,25,18,44,153,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1914.0,44,842.0
3757,0,f,10,2.0,4.0,5.0,260,500,100,5,30,0,4,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,strict_14_with_grace_period,1917,2380.0,19,56.0
3758,100,t,4,1.0,2.0,2.0,149,0,85,2,25,36,66,109,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,2078.0,19,909.0
3759,80,f,2,1.5,1.0,2.0,45,0,50,1,20,28,58,15,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,strict_14_with_grace_period,1917,1002.0,20,805.0
3760,0,t,4,1.5,2.0,2.0,110,0,0,1,0,0,0,7,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,2680.0,17,360.0
3761,90,t,2,1.0,1.0,1.0,65,0,10,2,10,18,37,66,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1592.0,23,870.0
3762,83,f,2,1.0,1.0,2.0,35,150,10,1,0,3,33,32,92.0,10.0,8.0,10.0,10.0,10.0,9.0,f,moderate,1917,940.0,30,883.0
3763,100,t,6,2.0,3.0,3.0,109,250,79,4,20,34,64,105,96.0,10.0,10.0,10.0,10.0,8.0,9.0,f,moderate,1917,940.0,40,881.0
3764,100,t,2,1.0,1.0,1.0,55,100,25,1,18,28,58,83,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1817.0,27,783.0
3765,100,f,4,1.0,1.0,2.0,85,0,0,2,7,30,31,71,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,1917,1521.0,33,403.0
3766,100,f,1,1.0,0.0,1.0,150,150,25,1,0,57,76,17,91.0,10.0,10.0,10.0,10.0,10.0,9.0,f,moderate,1917,1534.0,12,147.0
3767,100,t,5,1.0,2.0,3.0,129,250,69,4,20,48,76,123,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,moderate,1917,2114.0,44,743.0
3768,93,f,8,2.0,3.0,4.0,129,300,55,6,0,60,90,27,86.0,9.0,8.0,9.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1917,1130.0,28,784.0
3769,93,f,8,2.0,3.0,4.0,129,300,55,6,0,54,84,40,92.0,9.0,9.0,10.0,9.0,9.0,9.0,f,strict_14_with_grace_period,1917,1130.0,36,799.0
3770,100,t,2,1.0,1.0,1.0,50,0,30,1,37,0,0,7,90.0,10.0,9.0,10.0,10.0,10.0,9.0,f,moderate,1917,2282.0,21,492.0
3771,100,f,6,1.0,3.0,3.0,175,300,50,3,33,35,35,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,2228.0,33,713.0
3772,100,t,2,1.5,1.0,1.0,45,0,5,2,0,6,22,103,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,918.0,41,855.0
3773,100,t,2,1.5,1.0,1.0,140,0,75,1,0,49,79,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,1604.0,19,0.0
3774,0,f,2,1.0,1.0,1.0,125,0,30,1,25,0,0,6,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,flexible,1917,916.0,22,174.0
3775,100,t,5,1.0,2.0,3.0,89,500,60,2,12,14,22,79,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,moderate,1917,1455.0,26,796.0
3776,0,f,2,1.0,1.0,1.0,60,200,25,1,0,0,0,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,1917,1985.0,20,47.0
3777,100,t,6,1.0,3.0,3.0,140,0,50,4,20,27,53,142,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1231.0,37,834.0
3778,100,t,3,1.0,1.0,1.0,74,200,28,2,30,8,26,117,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,strict_14_with_grace_period,1917,1921.0,48,784.0
3779,100,f,2,1.0,1.0,1.0,99,100,50,1,0,50,80,23,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,strict_14_with_grace_period,1917,902.0,24,779.0
3780,0,t,3,1.0,1.0,2.0,90,0,0,1,0,0,0,18,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,1917,2217.0,9,50.0
